gun,saat,sicaklik,durum
622,9,25.2,Normal
622,10,25.4,Normal
622,11,26.0,Normal
622,12,25.6,Normal
622,13,23.5,Normal
622,14,22.9,Normal
622,15,20.5,Normal
622,16,20.7,Normal
622,17,17.2,Normal
622,18,15.8,Normal
622,19,13.7,Normal
622,20,14.0,Normal
622,21,13.6,Normal
622,22,12.9,Normal
622,23,12.7,Normal
623,0,12.2,Normal
623,1,12.1,Normal
623,2,12.0,Normal
623,3,12.3,Normal
623,4,13.7,Normal
623,5,16.4,Normal
623,6,18.4,Normal
623,7,20.5,Normal
623,8,22.3,Normal
623,9,23.3,Normal
623,10,24.5,Normal
623,11,24.7,Normal
623,12,25.4,Normal
623,13,23.1,Normal
623,14,22.9,Normal
623,15,20.9,Normal
623,16,17.9,Normal
623,17,16.2,Normal
623,18,15.0,Normal
623,19,14.1,Normal
623,20,13.6,Normal
623,21,13.1,Normal
623,22,12.7,Normal
623,23,12.6,Normal
624,0,12.5,Normal
624,1,12.0,Normal
624,2,12.0,Normal
624,3,11.6,Normal
624,4,14.1,Normal
624,5,17.8,Normal
624,6,20.2,Normal
624,7,22.5,Normal
624,8,24.5,Normal
624,9,26.2,Normal
624,10,26.7,Normal
624,11,26.3,Normal
624,12,26.1,Normal
624,13,26.3,Normal
624,14,25.0,Normal
624,15,22.1,Normal
624,16,18.2,Normal
624,17,16.6,Normal
624,18,15.3,Normal
624,19,14.6,Normal
624,20,14.0,Normal
624,21,13.4,Normal
624,22,12.7,Normal
624,23,12.1,Normal
625,0,12.0,Normal
625,1,11.8,Normal
625,2,11.8,Normal
625,3,11.7,Normal
625,4,13.7,Normal
625,5,17.6,Normal
625,6,20.1,Normal
625,7,22.2,Normal
625,8,24.0,Normal
625,9,25.4,Normal
625,10,26.4,Normal
625,11,26.8,Normal
625,12,27.0,Normal
625,13,26.7,Normal
625,14,25.4,Normal
625,15,22.1,Normal
625,16,18.8,Normal
625,17,18.3,Normal
625,18,17.4,Normal
625,19,17.4,Normal
625,20,17.6,Normal
625,21,18.4,Normal
625,22,13.1,Normal
625,23,12.8,Normal
626,0,12.8,Normal
626,1,13.3,Normal
626,2,12.0,Normal
626,3,13.5,Normal
626,4,14.1,Normal
626,5,16.4,Normal
626,6,19.1,Normal
626,7,21.1,Normal
626,8,22.7,Normal
626,9,24.3,Normal
626,10,25.6,Normal
626,11,25.8,Normal
626,12,25.2,Normal
626,13,25.3,Normal
626,14,24.6,Normal
626,15,21.5,Normal
626,16,19.2,Normal
626,17,18.0,Normal
626,18,17.7,Normal
626,19,15.8,Normal
626,20,14.9,Normal
626,21,14.5,Normal
626,22,13.8,Normal
626,23,13.3,Normal
627,0,12.7,Normal
627,1,12.6,Normal
627,2,12.0,Normal
627,3,11.8,Normal
627,4,13.8,Normal
627,5,16.2,Normal
627,6,18.5,Normal
627,7,20.7,Normal
627,8,22.5,Normal
627,9,23.6,Normal
627,10,24.1,Normal
627,11,24.4,Normal
627,12,23.9,Normal
627,13,23.5,Normal
627,14,23.3,Normal
627,15,21.3,Normal
627,16,18.5,Normal
627,17,17.3,Normal
627,18,15.6,Normal
627,19,14.4,Normal
627,20,13.5,Normal
627,21,13.4,Normal
627,22,12.9,Normal
627,23,12.4,Normal
628,0,11.8,Normal
628,1,11.6,Normal
628,2,11.1,Normal
628,3,10.7,Normal
628,4,12.8,Normal
628,5,15.2,Normal
628,6,17.5,Normal
628,7,19.8,Normal
628,8,21.9,Normal
628,9,23.3,Normal
628,10,24.1,Normal
628,11,24.2,Normal
628,12,24.6,Normal
628,13,23.6,Normal
628,14,22.8,Normal
628,15,21.2,Normal
628,16,19.3,Normal
628,17,17.4,Normal
628,18,16.1,Normal
628,19,15.2,Normal
628,20,14.3,Normal
628,21,13.9,Normal
628,22,13.4,Normal
628,23,12.7,Normal
629,0,12.3,Normal
629,1,11.9,Normal
629,2,11.5,Normal
629,3,11.6,Normal
629,4,13.6,Normal
629,5,17.1,Normal
629,6,19.4,Normal
629,7,21.9,Normal
629,8,24.1,Normal
629,9,25.7,Normal
629,10,25.8,Normal
629,11,25.7,Normal
629,12,25.4,Normal
629,13,25.4,Normal
629,14,23.9,Normal
629,15,21.4,Normal
629,16,19.1,Normal
629,17,17.7,Normal
629,18,17.0,Normal
629,19,15.8,Normal
629,20,14.9,Normal
629,21,14.3,Normal
629,22,13.7,Normal
629,23,13.3,Normal
630,0,12.9,Normal
630,1,12.3,Normal
630,2,12.0,Normal
630,3,12.7,Normal
630,4,12.8,Normal
630,5,14.3,Normal
630,6,15.1,Normal
630,7,12.2,Normal
630,8,14.5,Normal
630,9,16.5,Normal
630,10,14.2,Normal
630,11,17.9,Normal
630,12,16.2,Normal
630,13,14.3,Normal
630,14,14.2,Normal
630,15,13.6,Normal
630,16,11.9,Normal
630,17,11.0,Normal
630,18,10.4,Normal
630,19,10.2,Normal
630,20,10.0,Normal
630,21,9.5,Normal
630,22,8.6,Normal
630,23,8.4,Normal
631,0,8.6,Normal
631,1,7.9,Normal
631,2,6.9,Normal
631,3,7.0,Normal
631,4,9.1,Normal
631,5,10.9,Normal
631,6,13.3,Normal
631,7,15.5,Normal
631,8,17.6,Normal
631,9,18.9,Normal
631,10,19.8,Normal
631,11,20.6,Normal
631,12,20.7,Normal
631,13,19.4,Normal
631,14,18.9,Normal
631,15,17.2,Normal
631,16,14.8,Normal
631,17,14.5,Normal
631,18,13.7,Normal
631,19,12.4,Normal
631,20,11.5,Normal
631,21,11.0,Normal
631,22,11.1,Normal
631,23,10.7,Normal
632,0,10.1,Normal
632,1,9.8,Normal
632,2,10.1,Normal
632,3,9.6,Normal
632,4,10.3,Normal
632,5,12.1,Normal
632,6,14.2,Normal
632,7,16.4,Normal
632,8,17.7,Normal
632,9,15.8,Normal
632,10,15.7,Normal
632,11,16.2,Normal
632,12,16.3,Normal
632,13,13.1,Normal
632,14,14.5,Normal
632,15,12.8,Normal
632,16,10.9,Normal
632,17,10.4,Normal
632,18,9.7,Normal
632,19,9.2,Normal
632,20,8.8,Normal
632,21,8.6,Normal
632,22,8.4,Normal
632,23,8.1,Normal
633,0,8.9,Normal
633,1,9.2,Normal
633,2,9.4,Normal
633,3,9.0,Normal
633,4,9.8,Normal
633,5,11.2,Normal
633,6,13.1,Normal
633,7,15.0,Normal
633,8,16.6,Normal
633,9,16.8,Normal
633,10,16.0,Normal
633,11,17.3,Normal
633,12,13.7,Normal
633,13,17.7,Normal
633,14,14.7,Normal
633,15,12.1,Normal
633,16,11.1,Normal
633,17,10.7,Normal
633,18,9.4,Normal
633,19,8.7,Normal
633,20,8.4,Normal
633,21,7.8,Normal
633,22,7.6,Normal
633,23,7.7,Normal
634,0,7.5,Normal
634,1,6.6,Normal
634,2,6.5,Normal
634,3,6.6,Normal
634,4,8.0,Normal
634,5,11.2,Normal
634,6,13.1,Normal
634,7,15.1,Normal
634,8,16.6,Normal
634,9,15.1,Normal
634,10,15.1,Normal
634,11,16.9,Normal
634,12,15.9,Normal
634,13,13.3,Normal
634,14,13.1,Normal
634,15,11.7,Normal
634,16,10.9,Normal
634,17,10.5,Normal
634,18,9.2,Normal
634,19,9.0,Normal
634,20,8.5,Normal
634,21,7.8,Normal
634,22,7.6,Normal
634,23,7.7,Normal
635,0,7.5,Normal
635,1,7.0,Normal
635,2,7.3,Normal
635,3,7.9,Normal
635,4,8.9,Normal
635,5,11.2,Normal
635,6,12.9,Normal
635,7,14.1,Normal
635,8,16.2,Normal
635,9,14.5,Normal
635,10,15.4,Normal
635,11,16.9,Normal
635,12,13.8,Normal
635,13,12.7,Normal
635,14,12.0,Normal
635,15,11.6,Normal
635,16,10.3,Normal
635,17,10.6,Normal
635,18,10.5,Normal
635,19,10.3,Normal
635,20,10.2,Normal
635,21,9.5,Normal
635,22,9.3,Normal
635,23,8.9,Normal
636,0,8.6,Normal
636,1,8.2,Normal
636,2,8.9,Normal
636,3,7.8,Normal
636,4,9.1,Normal
636,5,10.8,Normal
636,6,13.0,Normal
636,7,14.8,Normal
636,8,16.6,Normal
636,9,17.6,Normal
636,10,18.4,Normal
636,11,18.6,Normal
636,12,18.3,Normal
636,13,16.4,Normal
636,14,15.6,Normal
636,15,13.3,Normal
636,16,11.0,Normal
636,17,10.3,Normal
636,18,9.5,Normal
636,19,8.8,Normal
636,20,8.3,Normal
636,21,7.8,Normal
636,22,7.5,Normal
636,23,7.4,Normal
637,0,7.1,Normal
637,1,6.8,Normal
637,2,5.7,Normal
637,3,6.4,Normal
637,4,8.2,Normal
637,5,10.5,Normal
637,6,12.6,Normal
637,7,14.1,Normal
637,8,15.0,Normal
637,9,16.6,Normal
637,10,16.8,Normal
637,11,17.0,Normal
637,12,16.8,Normal
637,13,15.6,Normal
637,14,15.1,Normal
637,15,13.2,Normal
637,16,11.8,Normal
637,17,10.6,Normal
637,18,9.3,Normal
637,19,9.6,Normal
637,20,8.7,Normal
637,21,8.4,Normal
637,22,10.1,Normal
637,23,8.5,Normal
638,0,9.5,Normal
638,1,6.3,Normal
638,2,6.3,Normal
638,3,7.0,Normal
638,4,8.1,Normal
638,5,10.0,Normal
638,6,12.1,Normal
638,7,14.0,Normal
638,8,15.9,Normal
638,9,17.3,Normal
638,10,18.1,Normal
638,11,18.7,Normal
638,12,19.1,Normal
638,13,18.0,Normal
638,14,16.8,Normal
638,15,13.7,Normal
638,16,12.5,Normal
638,17,10.5,Normal
638,18,12.2,Normal
638,19,13.2,Normal
638,20,12.1,Normal
638,21,11.3,Normal
638,22,9.8,Normal
638,23,9.8,Normal
639,0,9.6,Normal
639,1,7.2,Normal
639,2,6.3,Normal
639,3,6.1,Normal
639,4,8.1,Normal
639,5,10.6,Normal
639,6,12.7,Normal
639,7,14.8,Normal
639,8,16.7,Normal
639,9,18.0,Normal
639,10,19.0,Normal
639,11,19.6,Normal
639,12,19.8,Normal
639,13,19.0,Normal
639,14,17.8,Normal
639,15,13.8,Normal
639,16,12.5,Normal
639,17,11.2,Normal
639,18,11.3,Normal
639,19,10.6,Normal
639,20,10.0,Normal
639,21,9.5,Normal
639,22,9.3,Normal
639,23,9.4,Normal
640,0,9.3,Normal
640,1,8.4,Normal
640,2,8.3,Normal
640,3,7.7,Normal
640,4,8.6,Normal
640,5,11.7,Normal
640,6,13.6,Normal
640,7,15.5,Normal
640,8,17.4,Normal
640,9,18.7,Normal
640,10,19.5,Normal
640,11,20.0,Normal
640,12,20.4,Normal
640,13,19.1,Normal
640,14,18.2,Normal
640,15,15.3,Normal
640,16,13.9,Normal
640,17,12.9,Normal
640,18,11.7,Normal
640,19,10.5,Normal
640,20,9.5,Normal
640,21,8.9,Normal
640,22,8.5,Normal
640,23,8.2,Normal
641,0,8.1,Normal
641,1,7.6,Normal
641,2,7.3,Normal
641,3,7.1,Normal
641,4,8.2,Normal
641,5,11.1,Normal
641,6,13.6,Normal
641,7,15.7,Normal
641,8,17.6,Normal
641,9,19.0,Normal
641,10,20.0,Normal
641,11,20.4,Normal
641,12,20.5,Normal
641,13,18.7,Normal
641,14,17.4,Normal
641,15,13.8,Normal
641,16,12.0,Normal
641,17,11.1,Normal
641,18,10.4,Normal
641,19,9.7,Normal
641,20,9.1,Normal
641,21,8.6,Normal
641,22,8.0,Normal
641,23,7.5,Normal
642,0,7.2,Normal
642,1,6.9,Normal
642,2,6.6,Normal
642,3,6.2,Normal
642,4,7.4,Normal
642,5,10.7,Normal
642,6,12.9,Normal
642,7,15.1,Normal
642,8,17.2,Normal
642,9,18.6,Normal
642,10,20.0,Normal
642,11,20.7,Normal
642,12,20.7,Normal
642,13,19.4,Normal
642,14,18.1,Normal
642,15,14.1,Normal
642,16,11.7,Normal
642,17,10.4,Normal
642,18,9.7,Normal
642,19,9.0,Normal
642,20,8.4,Normal
642,21,7.8,Normal
642,22,7.3,Normal
642,23,6.9,Normal
643,0,6.6,Normal
643,1,5.9,Normal
643,2,5.7,Normal
643,3,5.6,Normal
643,4,7.0,Normal
643,5,10.9,Normal
643,6,13.2,Normal
643,7,15.5,Normal
643,8,17.5,Normal
643,9,19.1,Normal
643,10,20.2,Normal
643,11,20.7,Normal
643,12,16.9,Normal
643,13,18.7,Normal
643,14,17.5,Normal
643,15,13.7,Normal
643,16,12.1,Normal
643,17,10.9,Normal
643,18,10.4,Normal
643,19,9.7,Normal
643,20,9.3,Normal
643,21,9.1,Normal
643,22,9.3,Normal
643,23,9.0,Normal
644,0,9.0,Normal
644,1,9.8,Normal
644,2,8.5,Normal
644,3,8.4,Normal
644,4,9.7,Normal
644,5,10.0,Normal
644,6,11.9,Normal
644,7,15.4,Normal
644,8,17.4,Normal
644,9,18.2,Normal
644,10,17.3,Normal
644,11,18.3,Normal
644,12,18.8,Normal
644,13,18.4,Normal
644,14,17.5,Normal
644,15,14.3,Normal
644,16,12.0,Normal
644,17,10.4,Normal
644,18,10.3,Normal
644,19,10.1,Normal
644,20,9.2,Normal
644,21,7.6,Normal
644,22,6.9,Normal
644,23,7.4,Normal
645,0,6.2,Normal
645,1,5.9,Normal
645,2,6.2,Normal
645,3,5.8,Normal
645,4,5.9,Normal
645,5,7.5,Normal
645,6,9.0,Normal
645,7,10.5,Normal
645,8,11.2,Normal
645,9,10.0,Normal
645,10,9.7,Normal
645,11,9.6,Normal
645,12,9.9,Normal
645,13,10.4,Normal
645,14,10.0,Normal
645,15,9.3,Normal
645,16,7.9,Normal
645,17,7.0,Normal
645,18,6.3,Normal
645,19,5.7,Normal
645,20,5.1,Normal
645,21,4.9,Normal
645,22,4.8,Normal
645,23,4.6,Normal
646,0,4.4,Normal
646,1,3.8,Buzlanma Riski
646,2,3.3,Buzlanma Riski
646,3,2.8,Buzlanma Riski
646,4,4.0,Buzlanma Riski
646,5,6.0,Normal
646,6,8.0,Normal
646,7,10.2,Normal
646,8,12.1,Normal
646,9,13.5,Normal
646,10,14.5,Normal
646,11,15.2,Normal
646,12,15.8,Normal
646,13,14.6,Normal
646,14,13.4,Normal
646,15,9.4,Normal
646,16,9.0,Normal
646,17,8.9,Normal
646,18,8.6,Normal
646,19,7.9,Normal
646,20,7.1,Normal
646,21,6.6,Normal
646,22,6.0,Normal
646,23,5.6,Normal
647,0,5.2,Normal
647,1,4.4,Normal
647,2,4.5,Normal
647,3,4.4,Normal
647,4,6.0,Normal
647,5,7.9,Normal
647,6,10.1,Normal
647,7,12.1,Normal
647,8,13.9,Normal
647,9,15.3,Normal
647,10,16.3,Normal
647,11,16.9,Normal
647,12,17.3,Normal
647,13,16.3,Normal
647,14,14.7,Normal
647,15,12.2,Normal
647,16,11.8,Normal
647,17,10.6,Normal
647,18,9.3,Normal
647,19,8.0,Normal
647,20,9.0,Normal
647,21,9.2,Normal
647,22,10.4,Normal
647,23,9.6,Normal
648,0,8.9,Normal
648,1,7.8,Normal
648,2,8.3,Normal
648,3,7.0,Normal
648,4,5.8,Normal
648,5,8.8,Normal
648,6,11.2,Normal
648,7,13.4,Normal
648,8,15.5,Normal
648,9,17.3,Normal
648,10,18.6,Normal
648,11,19.2,Normal
648,12,19.3,Normal
648,13,17.9,Normal
648,14,15.8,Normal
648,15,12.0,Normal
648,16,11.2,Normal
648,17,9.4,Normal
648,18,8.4,Normal
648,19,7.9,Normal
648,20,7.5,Normal
648,21,7.0,Normal
648,22,6.5,Normal
648,23,5.9,Normal
649,0,5.5,Normal
649,1,5.6,Normal
649,2,5.3,Normal
649,3,5.0,Normal
649,4,5.7,Normal
649,5,10.4,Normal
649,6,13.7,Normal
649,7,16.0,Normal
649,8,18.0,Normal
649,9,19.6,Normal
649,10,20.6,Normal
649,11,21.1,Normal
649,12,21.0,Normal
649,13,19.9,Normal
649,14,17.3,Normal
649,15,16.5,Normal
649,16,13.1,Normal
649,17,10.8,Normal
649,18,9.3,Normal
649,19,8.6,Normal
649,20,8.3,Normal
649,21,8.1,Normal
649,22,7.9,Normal
649,23,7.8,Normal
650,0,7.6,Normal
650,1,6.8,Normal
650,2,7.0,Normal
650,3,7.0,Normal
650,4,7.7,Normal
650,5,11.9,Normal
650,6,14.2,Normal
650,7,16.1,Normal
650,8,18.0,Normal
650,9,19.6,Normal
650,10,20.6,Normal
650,11,21.3,Normal
650,12,21.8,Normal
650,13,20.6,Normal
650,14,18.5,Normal
650,15,14.8,Normal
650,16,14.5,Normal
650,17,13.8,Normal
650,18,12.8,Normal
650,19,11.8,Normal
650,20,11.4,Normal
650,21,11.1,Normal
650,22,11.1,Normal
650,23,10.2,Normal
651,0,8.6,Normal
651,1,8.4,Normal
651,2,8.8,Normal
651,3,8.5,Normal
651,4,9.2,Normal
651,5,13.1,Normal
651,6,15.6,Normal
651,7,17.6,Normal
651,8,17.0,Normal
651,9,18.7,Normal
651,10,19.1,Normal
651,11,18.4,Normal
651,12,18.0,Normal
651,13,14.9,Normal
651,14,13.4,Normal
651,15,12.4,Normal
651,16,9.6,Normal
651,17,9.1,Normal
651,18,8.7,Normal
651,19,7.9,Normal
651,20,7.7,Normal
651,21,7.3,Normal
651,22,7.0,Normal
651,23,6.6,Normal
652,0,6.7,Normal
652,1,7.2,Normal
652,2,6.5,Normal
652,3,6.1,Normal
652,4,7.4,Normal
652,5,10.2,Normal
652,6,12.6,Normal
652,7,14.8,Normal
652,8,16.8,Normal
652,9,18.7,Normal
652,10,20.1,Normal
652,11,20.7,Normal
652,12,20.5,Normal
652,13,19.5,Normal
652,14,16.4,Normal
652,15,12.6,Normal
652,16,13.2,Normal
652,17,12.1,Normal
652,18,11.2,Normal
652,19,10.5,Normal
652,20,9.3,Normal
652,21,8.3,Normal
652,22,7.9,Normal
652,23,7.6,Normal
653,0,7.1,Normal
653,1,6.6,Normal
653,2,6.2,Normal
653,3,5.9,Normal
653,4,7.3,Normal
653,5,12.1,Normal
653,6,14.7,Normal
653,7,17.0,Normal
653,8,18.9,Normal
653,9,20.1,Normal
653,10,20.3,Normal
653,11,19.9,Normal
653,12,19.8,Normal
653,13,19.1,Normal
653,14,17.7,Normal
653,15,15.3,Normal
653,16,14.4,Normal
653,17,12.8,Normal
653,18,11.5,Normal
653,19,10.9,Normal
653,20,10.3,Normal
653,21,10.0,Normal
653,22,9.4,Normal
653,23,9.0,Normal
654,0,9.2,Normal
654,1,10.0,Normal
654,2,8.6,Normal
654,3,8.5,Normal
654,4,9.4,Normal
654,5,12.5,Normal
654,6,14.3,Normal
654,7,15.6,Normal
654,8,14.7,Normal
654,9,14.7,Normal
654,10,14.3,Normal
654,11,14.2,Normal
654,12,14.0,Normal
654,13,15.0,Normal
654,14,13.5,Normal
654,15,10.9,Normal
654,16,9.7,Normal
654,17,8.7,Normal
654,18,8.4,Normal
654,19,7.8,Normal
654,20,7.4,Normal
654,21,7.2,Normal
654,22,7.1,Normal
654,23,7.0,Normal
655,0,6.9,Normal
655,1,10.8,Normal
655,2,7.1,Normal
655,3,7.0,Normal
655,4,7.8,Normal
655,5,11.5,Normal
655,6,13.4,Normal
655,7,15.3,Normal
655,8,17.0,Normal
655,9,18.4,Normal
655,10,19.2,Normal
655,11,19.9,Normal
655,12,19.9,Normal
655,13,19.6,Normal
655,14,17.8,Normal
655,15,14.6,Normal
655,16,13.9,Normal
655,17,13.2,Normal
655,18,11.6,Normal
655,19,11.3,Normal
655,20,10.8,Normal
655,21,9.6,Normal
655,22,8.9,Normal
655,23,8.4,Normal
656,0,8.0,Normal
656,1,8.8,Normal
656,2,7.5,Normal
656,3,7.4,Normal
656,4,8.2,Normal
656,5,12.3,Normal
656,6,14.5,Normal
656,7,16.5,Normal
656,8,18.1,Normal
656,9,17.9,Normal
656,10,19.1,Normal
656,11,14.1,Normal
656,12,14.1,Normal
656,13,16.5,Normal
656,14,14.9,Normal
656,15,11.9,Normal
656,16,10.4,Normal
656,17,9.8,Normal
656,18,10.1,Normal
656,19,8.5,Normal
656,20,7.8,Normal
656,21,7.5,Normal
656,22,7.2,Normal
656,23,7.5,Normal
657,0,7.5,Normal
657,1,8.8,Normal
657,2,9.1,Normal
657,3,8.8,Normal
657,4,8.6,Normal
657,5,9.8,Normal
657,6,11.3,Normal
657,7,13.0,Normal
657,8,13.0,Normal
657,9,14.5,Normal
657,10,15.6,Normal
657,11,15.4,Normal
657,12,14.0,Normal
657,13,12.0,Normal
657,14,11.3,Normal
657,15,9.9,Normal
657,16,8.6,Normal
657,17,8.6,Normal
657,18,8.0,Normal
657,19,7.4,Normal
657,20,7.1,Normal
657,21,6.9,Normal
657,22,6.4,Normal
657,23,6.3,Normal
658,0,6.1,Normal
658,1,8.6,Normal
658,2,8.0,Normal
658,3,7.5,Normal
658,4,7.3,Normal
658,5,9.3,Normal
658,6,10.6,Normal
658,7,12.3,Normal
658,8,13.5,Normal
658,9,14.1,Normal
658,10,15.0,Normal
658,11,16.0,Normal
658,12,16.0,Normal
658,13,15.8,Normal
658,14,14.0,Normal
658,15,12.0,Normal
658,16,11.3,Normal
658,17,11.2,Normal
658,18,10.3,Normal
658,19,9.3,Normal
658,20,8.9,Normal
658,21,8.1,Normal
658,22,7.9,Normal
658,23,7.4,Normal
659,0,7.4,Normal
659,1,6.4,Normal
659,2,6.2,Normal
659,3,5.4,Normal
659,4,6.1,Normal
659,5,9.5,Normal
659,6,11.4,Normal
659,7,13.2,Normal
659,8,14.8,Normal
659,9,16.0,Normal
659,10,16.6,Normal
659,11,17.4,Normal
659,12,16.5,Normal
659,13,13.2,Normal
659,14,11.2,Normal
659,15,9.8,Normal
659,16,9.4,Normal
659,17,9.1,Normal
659,18,8.3,Normal
659,19,8.5,Normal
659,20,8.4,Normal
659,21,8.0,Normal
659,22,7.7,Normal
659,23,7.8,Normal
660,0,7.6,Normal
660,1,8.3,Normal
660,2,7.6,Normal
660,3,7.7,Normal
660,4,7.6,Normal
660,5,8.9,Normal
660,6,9.6,Normal
660,7,7.9,Normal
660,8,7.7,Normal
660,9,9.2,Normal
660,10,9.0,Normal
660,11,7.4,Normal
660,12,8.0,Normal
660,13,5.7,Normal
660,14,5.4,Normal
660,15,5.2,Normal
660,16,4.9,Normal
660,17,4.7,Normal
660,18,4.5,Normal
660,19,4.3,Normal
660,20,4.1,Normal
660,21,3.8,Buzlanma Riski
660,22,3.1,Buzlanma Riski
660,23,2.2,Buzlanma Riski
661,0,1.9,Buzlanma Riski
661,1,1.4,Buzlanma Riski
661,2,1.1,Buzlanma Riski
661,3,1.1,Buzlanma Riski
661,4,0.2,Buzlanma Riski
661,5,1.2,Buzlanma Riski
661,6,2.5,Buzlanma Riski
661,7,3.7,Buzlanma Riski
661,8,5.1,Normal
661,9,6.3,Normal
661,10,7.2,Normal
661,11,7.8,Normal
661,12,7.0,Normal
661,13,5.1,Normal
661,14,3.7,Buzlanma Riski
661,15,2.0,Buzlanma Riski
661,16,1.7,Buzlanma Riski
661,17,1.0,Buzlanma Riski
661,18,0.4,Buzlanma Riski
661,19,-0.3,Buzlanma
661,20,-0.9,Buzlanma
661,21,-1.2,Buzlanma
661,22,-1.6,Buzlanma
661,23,-2.2,Buzlanma
662,0,-2.6,Buzlanma
662,1,-1.9,Buzlanma
662,2,-1.8,Buzlanma
662,3,-2.2,Buzlanma
662,4,-2.5,Buzlanma
662,5,-0.6,Buzlanma
662,6,0.9,Buzlanma Riski
662,7,2.6,Buzlanma Riski
662,8,3.8,Buzlanma Riski
662,9,4.9,Normal
662,10,5.3,Normal
662,11,5.2,Normal
662,12,5.1,Normal
662,13,3.9,Buzlanma Riski
662,14,3.0,Buzlanma Riski
662,15,1.2,Buzlanma Riski
662,16,-0.3,Buzlanma
662,17,-0.4,Buzlanma
662,18,-1.0,Buzlanma
662,19,-1.3,Buzlanma
662,20,-1.7,Buzlanma
662,21,-1.8,Buzlanma
662,22,-1.9,Buzlanma
662,23,-2.2,Buzlanma
663,0,-2.5,Buzlanma
663,1,-2.7,Buzlanma
663,2,-3.0,Buzlanma
663,3,-3.0,Buzlanma
663,4,-2.6,Buzlanma
663,5,-0.8,Buzlanma
663,6,0.9,Buzlanma Riski
663,7,2.4,Buzlanma Riski
663,8,3.7,Buzlanma Riski
663,9,5.0,Normal
663,10,6.0,Normal
663,11,6.6,Normal
663,12,6.3,Normal
663,13,3.5,Buzlanma Riski
663,14,2.8,Buzlanma Riski
663,15,1.2,Buzlanma Riski
663,16,0.3,Buzlanma Riski
663,17,-0.1,Buzlanma
663,18,-0.7,Buzlanma
663,19,-1.0,Buzlanma
663,20,-1.5,Buzlanma
663,21,-1.6,Buzlanma
663,22,-1.7,Buzlanma
663,23,-1.9,Buzlanma
664,0,-2.2,Buzlanma
664,1,-2.3,Buzlanma
664,2,-2.4,Buzlanma
664,3,-2.6,Buzlanma
664,4,-2.2,Buzlanma
664,5,-0.1,Buzlanma
664,6,1.2,Buzlanma Riski
664,7,2.6,Buzlanma Riski
664,8,3.4,Buzlanma Riski
664,9,4.7,Normal
664,10,5.4,Normal
664,11,5.2,Normal
664,12,4.5,Normal
664,13,2.9,Buzlanma Riski
664,14,2.2,Buzlanma Riski
664,15,0.4,Buzlanma Riski
664,16,-0.4,Buzlanma
664,17,-1.1,Buzlanma
664,18,-1.6,Buzlanma
664,19,-1.8,Buzlanma
664,20,-1.2,Buzlanma
664,21,-1.6,Buzlanma
664,22,-1.2,Buzlanma
664,23,-1.6,Buzlanma
665,0,-1.7,Buzlanma
665,1,-1.5,Buzlanma
665,2,-2.5,Buzlanma
665,3,-2.1,Buzlanma
665,4,-1.8,Buzlanma
665,5,-1.0,Buzlanma
665,6,0.8,Buzlanma Riski
665,7,2.6,Buzlanma Riski
665,8,3.9,Buzlanma Riski
665,9,5.4,Normal
665,10,6.2,Normal
665,11,6.2,Normal
665,12,5.9,Normal
665,13,1.7,Buzlanma Riski
665,14,1.8,Buzlanma Riski
665,15,-0.5,Buzlanma
665,16,-1.1,Buzlanma
665,17,-1.5,Buzlanma
665,18,-1.7,Buzlanma
665,19,-2.0,Buzlanma
665,20,-2.4,Buzlanma
665,21,-2.8,Buzlanma
665,22,-3.1,Buzlanma
665,23,-3.2,Buzlanma
666,0,-3.3,Buzlanma
666,1,-3.3,Buzlanma
666,2,-3.5,Buzlanma
666,3,-3.4,Buzlanma
666,4,-2.9,Buzlanma
666,5,-0.3,Buzlanma
666,6,1.8,Buzlanma Riski
666,7,3.9,Buzlanma Riski
666,8,6.0,Normal
666,9,7.1,Normal
666,10,7.8,Normal
666,11,7.9,Normal
666,12,7.6,Normal
666,13,6.5,Normal
666,14,4.4,Normal
666,15,2.2,Buzlanma Riski
666,16,1.2,Buzlanma Riski
666,17,0.4,Buzlanma Riski
666,18,-0.4,Buzlanma
666,19,-1.4,Buzlanma
666,20,-1.9,Buzlanma
666,21,-2.0,Buzlanma
666,22,-2.0,Buzlanma
666,23,-2.1,Buzlanma
667,0,-2.0,Buzlanma
667,1,-2.5,Buzlanma
667,2,-2.2,Buzlanma
667,3,-2.3,Buzlanma
667,4,-1.7,Buzlanma
667,5,1.0,Buzlanma Riski
667,6,2.8,Buzlanma Riski
667,7,4.8,Normal
667,8,6.6,Normal
667,9,8.2,Normal
667,10,9.1,Normal
667,11,9.7,Normal
667,12,9.7,Normal
667,13,8.3,Normal
667,14,7.0,Normal
667,15,3.8,Buzlanma Riski
667,16,2.8,Buzlanma Riski
667,17,1.4,Buzlanma Riski
667,18,-0.0,Buzlanma
667,19,0.7,Buzlanma Riski
667,20,2.0,Buzlanma Riski
667,21,0.4,Buzlanma Riski
667,22,1.6,Buzlanma Riski
667,23,1.2,Buzlanma Riski
668,0,0.2,Buzlanma Riski
668,1,-1.6,Buzlanma
668,2,-1.7,Buzlanma
668,3,-1.2,Buzlanma
668,4,-0.9,Buzlanma
668,5,0.3,Buzlanma Riski
668,6,2.0,Buzlanma Riski
668,7,3.7,Buzlanma Riski
668,8,5.3,Normal
668,9,6.7,Normal
668,10,7.5,Normal
