gun,saat,sicaklik,durum
277,12,22.4,Normal
277,13,21.8,Normal
277,14,20.6,Normal
277,15,17.6,Normal
277,16,14.6,Normal
277,17,12.9,Normal
277,18,12.1,Normal
277,19,11.4,Normal
277,20,10.9,Normal
277,21,10.7,Normal
277,22,9.6,Normal
277,23,9.2,Normal
278,0,9.0,Normal
278,1,8.9,Normal
278,2,8.7,Normal
278,3,8.6,Normal
278,4,9.4,Normal
278,5,13.4,Normal
278,6,15.9,Normal
278,7,18.1,Normal
278,8,19.1,Normal
278,9,19.6,Normal
278,10,20.0,Normal
278,11,20.2,Normal
278,12,16.5,Normal
278,13,16.3,Normal
278,14,15.3,Normal
278,15,12.7,Normal
278,16,12.3,Normal
278,17,11.7,Normal
278,18,11.3,Normal
278,19,10.6,Normal
278,20,10.1,Normal
278,21,9.7,Normal
278,22,9.8,Normal
278,23,8.6,Normal
279,0,8.6,Normal
279,1,7.5,Normal
279,2,7.3,Normal
279,3,6.3,Normal
279,4,8.0,Normal
279,5,9.9,Normal
279,6,11.4,Normal
279,7,12.1,Normal
279,8,13.0,Normal
279,9,13.1,Normal
279,10,13.4,Normal
279,11,15.5,Normal
279,12,16.4,Normal
279,13,14.5,Normal
279,14,13.1,Normal
279,15,10.8,Normal
279,16,10.5,Normal
279,17,10.5,Normal
279,18,9.5,Normal
279,19,9.1,Normal
279,20,8.2,Normal
279,21,8.1,Normal
279,22,7.9,Normal
279,23,7.9,Normal
280,0,8.6,Normal
280,1,8.1,Normal
280,2,8.3,Normal
280,3,8.1,Normal
280,4,8.2,Normal
280,5,8.3,Normal
280,6,8.6,Normal
280,7,9.0,Normal
280,8,9.2,Normal
280,9,10.1,Normal
280,10,10.9,Normal
280,11,12.6,Normal
280,12,13.8,Normal
280,13,13.3,Normal
280,14,13.2,Normal
280,15,11.2,Normal
280,16,8.7,Normal
280,17,7.5,Normal
280,18,7.3,Normal
280,19,7.4,Normal
280,20,7.4,Normal
280,21,7.3,Normal
280,22,6.2,Normal
280,23,6.3,Normal
281,0,7.4,Normal
281,1,7.1,Normal
281,2,6.7,Normal
281,3,6.2,Normal
281,4,5.9,Normal
281,5,6.2,Normal
281,6,6.3,Normal
281,7,6.9,Normal
281,8,7.5,Normal
281,9,8.3,Normal
281,10,8.0,Normal
281,11,7.8,Normal
281,12,11.3,Normal
281,13,11.8,Normal
281,14,10.4,Normal
281,15,7.4,Normal
281,16,6.3,Normal
281,17,6.0,Normal
281,18,4.8,Normal
281,19,4.4,Normal
281,20,5.1,Normal
281,21,4.2,Normal
281,22,3.3,Buzlanma Riski
281,23,3.2,Buzlanma Riski
282,0,3.7,Buzlanma Riski
282,1,3.5,Buzlanma Riski
282,2,2.4,Buzlanma Riski
282,3,3.0,Buzlanma Riski
282,4,3.4,Buzlanma Riski
282,5,5.0,Normal
282,6,7.1,Normal
282,7,9.4,Normal
282,8,11.6,Normal
282,9,13.5,Normal
282,10,15.0,Normal
282,11,16.0,Normal
282,12,15.7,Normal
282,13,15.5,Normal
282,14,14.1,Normal
282,15,12.9,Normal
282,16,8.5,Normal
282,17,7.8,Normal
282,18,6.9,Normal
282,19,6.5,Normal
282,20,6.7,Normal
282,21,5.3,Normal
282,22,4.9,Normal
282,23,5.0,Normal
283,0,4.2,Normal
283,1,4.1,Normal
283,2,2.4,Buzlanma Riski
283,3,3.9,Buzlanma Riski
283,4,4.2,Normal
283,5,7.8,Normal
283,6,10.1,Normal
283,7,12.3,Normal
283,8,14.3,Normal
283,9,15.8,Normal
283,10,16.7,Normal
283,11,17.3,Normal
283,12,17.6,Normal
283,13,17.0,Normal
283,14,15.1,Normal
283,15,10.2,Normal
283,16,9.7,Normal
283,17,9.8,Normal
283,18,9.8,Normal
283,19,8.8,Normal
283,20,7.7,Normal
283,21,6.9,Normal
283,22,6.8,Normal
283,23,6.7,Normal
284,0,4.2,Normal
284,1,5.2,Normal
284,2,4.3,Normal
284,3,3.4,Buzlanma Riski
284,4,4.7,Normal
284,5,6.7,Normal
284,6,8.9,Normal
284,7,11.0,Normal
284,8,12.9,Normal
284,9,14.3,Normal
284,10,15.1,Normal
284,11,15.4,Normal
284,12,15.7,Normal
284,13,15.8,Normal
284,14,14.7,Normal
284,15,11.6,Normal
284,16,11.0,Normal
284,17,9.6,Normal
284,18,8.4,Normal
284,19,7.6,Normal
284,20,6.6,Normal
284,21,5.9,Normal
284,22,5.2,Normal
284,23,4.8,Normal
285,0,4.0,Buzlanma Riski
285,1,5.4,Normal
285,2,3.9,Buzlanma Riski
285,3,5.9,Normal
285,4,4.7,Normal
285,5,7.6,Normal
285,6,10.2,Normal
285,7,12.5,Normal
285,8,14.8,Normal
285,9,16.7,Normal
285,10,18.1,Normal
285,11,19.0,Normal
285,12,18.8,Normal
285,13,17.9,Normal
285,14,15.9,Normal
285,15,12.1,Normal
285,16,11.5,Normal
285,17,11.2,Normal
285,18,10.0,Normal
285,19,9.0,Normal
285,20,8.0,Normal
285,21,7.0,Normal
285,22,7.0,Normal
285,23,6.7,Normal
286,0,6.0,Normal
286,1,5.3,Normal
286,2,6.2,Normal
286,3,7.5,Normal
286,4,7.5,Normal
286,5,10.6,Normal
286,6,12.9,Normal
286,7,15.0,Normal
286,8,15.9,Normal
286,9,16.9,Normal
286,10,17.3,Normal
286,11,17.4,Normal
286,12,16.5,Normal
286,13,15.4,Normal
286,14,14.6,Normal
286,15,12.3,Normal
286,16,10.7,Normal
286,17,9.0,Normal
286,18,8.0,Normal
286,19,7.3,Normal
286,20,6.5,Normal
286,21,5.9,Normal
286,22,4.6,Normal
286,23,4.6,Normal
287,0,4.2,Normal
287,1,3.9,Buzlanma Riski
287,2,4.9,Normal
287,3,6.0,Normal
287,4,6.2,Normal
287,5,7.8,Normal
287,6,10.1,Normal
287,7,12.3,Normal
287,8,14.6,Normal
287,9,15.2,Normal
287,10,16.1,Normal
287,11,16.3,Normal
287,12,17.4,Normal
287,13,16.4,Normal
287,14,15.1,Normal
287,15,12.7,Normal
287,16,12.2,Normal
287,17,11.2,Normal
287,18,9.7,Normal
287,19,8.5,Normal
287,20,8.4,Normal
287,21,7.7,Normal
287,22,7.1,Normal
287,23,6.4,Normal
288,0,7.5,Normal
288,1,7.0,Normal
288,2,6.1,Normal
288,3,5.4,Normal
288,4,5.1,Normal
288,5,7.0,Normal
288,6,8.9,Normal
288,7,10.6,Normal
288,8,12.1,Normal
288,9,13.3,Normal
288,10,14.1,Normal
288,11,14.5,Normal
288,12,14.9,Normal
288,13,14.2,Normal
288,14,12.5,Normal
288,15,9.7,Normal
288,16,8.2,Normal
288,17,7.0,Normal
288,18,5.2,Normal
288,19,4.2,Normal
288,20,3.5,Buzlanma Riski
288,21,2.5,Buzlanma Riski
288,22,3.5,Buzlanma Riski
288,23,4.1,Normal
289,0,0.9,Buzlanma Riski
289,1,1.1,Buzlanma Riski
289,2,0.8,Buzlanma Riski
289,3,0.6,Buzlanma Riski
289,4,1.2,Buzlanma Riski
289,5,4.5,Normal
289,6,7.0,Normal
289,7,9.4,Normal
289,8,11.8,Normal
289,9,13.8,Normal
289,10,15.3,Normal
289,11,16.2,Normal
289,12,16.1,Normal
289,13,15.7,Normal
289,14,13.8,Normal
289,15,10.0,Normal
289,16,7.8,Normal
289,17,6.4,Normal
289,18,6.1,Normal
289,19,5.6,Normal
289,20,5.0,Normal
289,21,4.4,Normal
289,22,4.0,Buzlanma Riski
289,23,3.5,Buzlanma Riski
290,0,2.4,Buzlanma Riski
290,1,2.3,Buzlanma Riski
290,2,2.1,Buzlanma Riski
290,3,2.1,Buzlanma Riski
290,4,3.2,Buzlanma Riski
290,5,6.8,Normal
290,6,9.3,Normal
290,7,11.8,Normal
290,8,13.9,Normal
290,9,15.5,Normal
290,10,16.7,Normal
290,11,17.3,Normal
290,12,17.7,Normal
290,13,17.1,Normal
290,14,15.1,Normal
290,15,10.2,Normal
290,16,10.7,Normal
290,17,9.7,Normal
290,18,8.6,Normal
290,19,7.4,Normal
290,20,6.2,Normal
290,21,5.7,Normal
290,22,5.7,Normal
290,23,4.2,Normal
291,0,4.8,Normal
291,1,5.7,Normal
291,2,2.3,Buzlanma Riski
291,3,3.0,Buzlanma Riski
291,4,3.8,Buzlanma Riski
291,5,7.3,Normal
291,6,9.7,Normal
291,7,12.1,Normal
291,8,14.2,Normal
291,9,15.8,Normal
291,10,16.8,Normal
291,11,17.5,Normal
291,12,17.7,Normal
291,13,17.2,Normal
291,14,14.8,Normal
291,15,14.1,Normal
291,16,9.3,Normal
291,17,9.1,Normal
291,18,7.9,Normal
291,19,7.0,Normal
291,20,6.3,Normal
291,21,5.7,Normal
291,22,5.2,Normal
291,23,4.9,Normal
292,0,3.9,Buzlanma Riski
292,1,3.6,Buzlanma Riski
292,2,3.5,Buzlanma Riski
292,3,3.1,Buzlanma Riski
292,4,4.1,Normal
292,5,8.4,Normal
292,6,11.2,Normal
292,7,13.4,Normal
292,8,15.3,Normal
292,9,16.9,Normal
292,10,17.8,Normal
292,11,18.0,Normal
292,12,17.4,Normal
292,13,16.0,Normal
292,14,13.8,Normal
292,15,10.3,Normal
292,16,10.3,Normal
292,17,9.1,Normal
292,18,8.8,Normal
292,19,8.9,Normal
292,20,8.1,Normal
292,21,7.4,Normal
292,22,7.1,Normal
292,23,6.7,Normal
293,0,6.3,Normal
293,1,7.0,Normal
293,2,6.0,Normal
293,3,5.8,Normal
293,4,6.3,Normal
293,5,8.3,Normal
293,6,9.8,Normal
293,7,12.1,Normal
293,8,13.8,Normal
293,9,11.9,Normal
293,10,10.1,Normal
293,11,11.9,Normal
293,12,13.3,Normal
293,13,13.3,Normal
293,14,12.3,Normal
293,15,10.7,Normal
293,16,9.7,Normal
293,17,9.5,Normal
293,18,8.4,Normal
293,19,7.2,Normal
293,20,7.1,Normal
293,21,6.7,Normal
293,22,6.2,Normal
293,23,5.5,Normal
294,0,4.6,Normal
294,1,4.6,Normal
294,2,4.4,Normal
294,3,4.1,Normal
294,4,4.1,Normal
294,5,5.7,Normal
294,6,7.5,Normal
294,7,9.2,Normal
294,8,10.8,Normal
294,9,12.2,Normal
294,10,13.2,Normal
294,11,13.9,Normal
294,12,14.0,Normal
294,13,13.5,Normal
294,14,11.7,Normal
294,15,9.1,Normal
294,16,8.7,Normal
294,17,7.9,Normal
294,18,6.8,Normal
294,19,5.8,Normal
294,20,5.1,Normal
294,21,4.7,Normal
294,22,4.6,Normal
294,23,4.1,Normal
295,0,2.8,Buzlanma Riski
295,1,2.6,Buzlanma Riski
295,2,2.4,Buzlanma Riski
295,3,2.5,Buzlanma Riski
295,4,3.6,Buzlanma Riski
295,5,7.1,Normal
295,6,8.9,Normal
295,7,10.3,Normal
295,8,11.3,Normal
295,9,12.7,Normal
295,10,12.4,Normal
295,11,13.0,Normal
295,12,12.8,Normal
295,13,12.4,Normal
295,14,11.2,Normal
295,15,9.4,Normal
295,16,7.8,Normal
295,17,9.2,Normal
295,18,7.9,Normal
295,19,7.6,Normal
295,20,7.8,Normal
295,21,7.4,Normal
295,22,7.4,Normal
295,23,7.5,Normal
296,0,6.5,Normal
296,1,6.7,Normal
296,2,6.8,Normal
296,3,6.6,Normal
296,4,6.4,Normal
296,5,6.5,Normal
296,6,7.3,Normal
296,7,8.1,Normal
296,8,8.9,Normal
296,9,9.0,Normal
296,10,9.0,Normal
296,11,10.8,Normal
296,12,10.0,Normal
296,13,9.1,Normal
296,14,8.1,Normal
296,15,6.0,Normal
296,16,4.8,Normal
296,17,4.3,Normal
296,18,3.8,Buzlanma Riski
296,19,3.4,Buzlanma Riski
296,20,2.6,Buzlanma Riski
296,21,1.9,Buzlanma Riski
296,22,1.5,Buzlanma Riski
296,23,1.8,Buzlanma Riski
297,0,1.4,Buzlanma Riski
297,1,1.4,Buzlanma Riski
297,2,1.4,Buzlanma Riski
297,3,1.6,Buzlanma Riski
297,4,1.6,Buzlanma Riski
297,5,4.0,Buzlanma Riski
297,6,6.3,Normal
297,7,8.5,Normal
297,8,10.6,Normal
297,9,12.1,Normal
297,10,13.5,Normal
297,11,14.1,Normal
297,12,14.2,Normal
297,13,13.7,Normal
297,14,11.3,Normal
297,15,7.7,Normal
297,16,6.8,Normal
297,17,5.5,Normal
297,18,4.6,Normal
297,19,4.7,Normal
297,20,5.0,Normal
297,21,4.6,Normal
297,22,4.4,Normal
297,23,3.8,Buzlanma Riski
298,0,6.5,Normal
298,1,3.4,Buzlanma Riski
298,2,2.8,Buzlanma Riski
298,3,2.5,Buzlanma Riski
298,4,3.7,Buzlanma Riski
298,5,6.4,Normal
298,6,8.4,Normal
298,7,10.2,Normal
298,8,12.0,Normal
298,9,13.3,Normal
298,10,14.2,Normal
298,11,14.7,Normal
298,12,16.0,Normal
298,13,15.9,Normal
298,14,13.3,Normal
298,15,11.2,Normal
298,16,10.5,Normal
298,17,9.8,Normal
298,18,8.4,Normal
298,19,7.8,Normal
298,20,7.3,Normal
298,21,6.5,Normal
298,22,6.1,Normal
298,23,6.5,Normal
299,0,5.2,Normal
299,1,4.5,Normal
299,2,5.6,Normal
299,3,5.3,Normal
299,4,4.6,Normal
299,5,7.9,Normal
299,6,9.9,Normal
299,7,12.0,Normal
299,8,14.0,Normal
299,9,15.5,Normal
299,10,16.6,Normal
299,11,17.2,Normal
299,12,17.6,Normal
299,13,16.9,Normal
299,14,13.4,Normal
299,15,12.0,Normal
299,16,11.2,Normal
299,17,10.1,Normal
299,18,9.2,Normal
299,19,8.5,Normal
299,20,7.9,Normal
299,21,7.4,Normal
299,22,6.8,Normal
299,23,6.0,Normal
300,0,6.0,Normal
300,1,5.0,Normal
300,2,5.5,Normal
300,3,7.0,Normal
300,4,5.8,Normal
300,5,8.9,Normal
300,6,11.4,Normal
300,7,13.4,Normal
300,8,15.1,Normal
300,9,16.2,Normal
300,10,16.4,Normal
300,11,12.8,Normal
300,12,16.7,Normal
300,13,12.9,Normal
300,14,11.1,Normal
300,15,9.1,Normal
300,16,9.0,Normal
300,17,7.9,Normal
300,18,6.8,Normal
300,19,6.9,Normal
300,20,6.8,Normal
300,21,5.9,Normal
300,22,5.6,Normal
300,23,5.7,Normal
301,0,5.6,Normal
301,1,5.0,Normal
301,2,4.3,Normal
301,3,4.6,Normal
301,4,4.7,Normal
301,5,7.0,Normal
301,6,8.9,Normal
301,7,10.6,Normal
301,8,12.6,Normal
301,9,14.1,Normal
301,10,14.7,Normal
301,11,15.8,Normal
301,12,15.7,Normal
301,13,12.0,Normal
301,14,11.3,Normal
301,15,9.0,Normal
301,16,8.6,Normal
301,17,8.3,Normal
301,18,8.0,Normal
301,19,6.9,Normal
301,20,6.4,Normal
301,21,6.5,Normal
301,22,5.8,Normal
301,23,5.6,Normal
302,0,5.4,Normal
302,1,4.9,Normal
302,2,4.0,Buzlanma Riski
302,3,4.3,Normal
302,4,4.8,Normal
302,5,7.0,Normal
302,6,9.2,Normal
302,7,11.2,Normal
302,8,13.0,Normal
302,9,14.7,Normal
302,10,16.3,Normal
302,11,16.8,Normal
302,12,16.4,Normal
302,13,15.5,Normal
302,14,13.4,Normal
302,15,11.0,Normal
302,16,10.5,Normal
302,17,10.0,Normal
302,18,8.5,Normal
302,19,7.6,Normal
302,20,6.9,Normal
302,21,7.1,Normal
302,22,6.8,Normal
302,23,6.2,Normal
303,0,6.1,Normal
303,1,7.4,Normal
303,2,8.7,Normal
303,3,6.4,Normal
303,4,5.0,Normal
303,5,9.4,Normal
303,6,11.8,Normal
303,7,13.5,Normal
303,8,15.1,Normal
303,9,16.1,Normal
303,10,16.4,Normal
303,11,16.3,Normal
303,12,16.0,Normal
303,13,14.6,Normal
303,14,12.8,Normal
303,15,11.3,Normal
303,16,10.7,Normal
303,17,10.5,Normal
303,18,9.4,Normal
303,19,7.7,Normal
303,20,7.9,Normal
303,21,7.0,Normal
303,22,9.2,Normal
303,23,7.3,Normal
304,0,5.6,Normal
304,1,4.9,Normal
304,2,5.1,Normal
304,3,4.9,Normal
304,4,5.1,Normal
304,5,8.2,Normal
304,6,11.1,Normal
304,7,13.0,Normal
304,8,14.8,Normal
304,9,14.9,Normal
304,10,15.5,Normal
304,11,15.3,Normal
304,12,14.4,Normal
304,13,13.4,Normal
304,14,12.0,Normal
304,15,8.8,Normal
304,16,8.7,Normal
304,17,6.8,Normal
304,18,6.9,Normal
304,19,6.2,Normal
304,20,5.6,Normal
304,21,5.6,Normal
304,22,7.2,Normal
304,23,6.3,Normal
305,0,5.9,Normal
305,1,4.0,Buzlanma Riski
305,2,3.7,Buzlanma Riski
305,3,3.6,Buzlanma Riski
305,4,3.9,Buzlanma Riski
305,5,8.2,Normal
305,6,11.0,Normal
305,7,13.1,Normal
305,8,14.9,Normal
305,9,16.3,Normal
305,10,17.4,Normal
305,11,17.4,Normal
305,12,17.1,Normal
305,13,16.1,Normal
305,14,13.7,Normal
305,15,11.4,Normal
305,16,10.4,Normal
305,17,9.1,Normal
305,18,7.9,Normal
305,19,7.0,Normal
305,20,6.7,Normal
305,21,6.2,Normal
305,22,6.8,Normal
305,23,8.0,Normal
306,0,5.9,Normal
306,1,6.5,Normal
306,2,5.0,Normal
306,3,6.0,Normal
306,4,7.1,Normal
306,5,8.4,Normal
306,6,10.5,Normal
306,7,12.6,Normal
306,8,14.3,Normal
306,9,15.8,Normal
306,10,16.7,Normal
306,11,17.2,Normal
306,12,17.2,Normal
306,13,16.8,Normal
306,14,13.2,Normal
306,15,12.0,Normal
306,16,10.5,Normal
306,17,10.2,Normal
306,18,10.4,Normal
306,19,9.1,Normal
306,20,7.6,Normal
306,21,7.6,Normal
306,22,6.6,Normal
306,23,6.1,Normal
307,0,6.2,Normal
307,1,7.9,Normal
307,2,8.1,Normal
307,3,5.7,Normal
307,4,4.4,Normal
307,5,7.7,Normal
307,6,10.1,Normal
307,7,12.4,Normal
307,8,14.4,Normal
307,9,15.9,Normal
307,10,16.7,Normal
307,11,17.0,Normal
307,12,16.8,Normal
307,13,15.9,Normal
307,14,13.0,Normal
307,15,10.4,Normal
307,16,9.2,Normal
307,17,8.3,Normal
307,18,8.1,Normal
307,19,7.9,Normal
307,20,7.5,Normal
307,21,7.2,Normal
307,22,7.0,Normal
307,23,6.7,Normal
308,0,6.4,Normal
308,1,6.0,Normal
308,2,5.8,Normal
308,3,5.4,Normal
308,4,5.2,Normal
308,5,8.3,Normal
308,6,11.5,Normal
308,7,13.5,Normal
308,8,15.1,Normal
308,9,16.5,Normal
308,10,17.4,Normal
308,11,17.8,Normal
308,12,17.6,Normal
308,13,16.2,Normal
308,14,12.3,Normal
308,15,10.2,Normal
308,16,8.4,Normal
308,17,7.3,Normal
308,18,6.7,Normal
308,19,6.1,Normal
308,20,5.6,Normal
308,21,5.3,Normal
308,22,5.2,Normal
308,23,5.2,Normal
309,0,5.0,Normal
309,1,4.8,Normal
309,2,4.3,Normal
309,3,4.2,Normal
309,4,4.2,Normal
309,5,7.9,Normal
309,6,11.0,Normal
309,7,13.3,Normal
309,8,15.1,Normal
309,9,16.2,Normal
309,10,16.5,Normal
309,11,16.7,Normal
309,12,15.8,Normal
309,13,15.0,Normal
309,14,11.7,Normal
309,15,10.0,Normal
309,16,9.0,Normal
309,17,7.9,Normal
309,18,7.7,Normal
309,19,7.6,Normal
309,20,7.3,Normal
309,21,7.1,Normal
309,22,6.8,Normal
309,23,6.4,Normal
310,0,5.8,Normal
310,1,5.3,Normal
310,2,4.4,Normal
310,3,4.2,Normal
310,4,4.7,Normal
310,5,7.7,Normal
310,6,10.1,Normal
310,7,11.9,Normal
310,8,13.4,Normal
310,9,13.9,Normal
310,10,14.0,Normal
310,11,14.2,Normal
310,12,13.3,Normal
310,13,12.2,Normal
310,14,12.0,Normal
310,15,10.4,Normal
310,16,6.7,Normal
310,17,6.5,Normal
310,18,6.8,Normal
310,19,5.8,Normal
310,20,5.7,Normal
310,21,6.2,Normal
310,22,5.6,Normal
310,23,5.6,Normal
311,0,6.2,Normal
311,1,6.2,Normal
311,2,6.7,Normal
311,3,6.5,Normal
311,4,6.7,Normal
311,5,7.1,Normal
311,6,7.7,Normal
311,7,7.5,Normal
311,8,7.6,Normal
311,9,9.5,Normal
311,10,9.5,Normal
311,11,8.4,Normal
311,12,9.8,Normal
311,13,10.1,Normal
311,14,7.6,Normal
311,15,7.5,Normal
311,16,5.3,Normal
311,17,6.8,Normal
311,18,5.1,Normal
311,19,5.2,Normal
311,20,4.3,Normal
311,21,3.8,Buzlanma Riski
311,22,4.1,Normal
311,23,5.5,Normal
312,0,5.6,Normal
312,1,3.5,Buzlanma Riski
312,2,2.6,Buzlanma Riski
312,3,3.0,Buzlanma Riski
312,4,3.0,Buzlanma Riski
312,5,4.9,Normal
312,6,6.5,Normal
312,7,8.3,Normal
312,8,10.1,Normal
312,9,11.7,Normal
312,10,12.8,Normal
312,11,13.3,Normal
312,12,13.3,Normal
312,13,13.1,Normal
312,14,10.4,Normal
312,15,8.4,Normal
312,16,7.7,Normal
312,17,7.0,Normal
312,18,8.5,Normal
312,19,9.8,Normal
312,20,7.6,Normal
312,21,6.8,Normal
312,22,6.1,Normal
312,23,4.7,Normal
313,0,3.3,Buzlanma Riski
313,1,5.7,Normal
313,2,4.7,Normal
313,3,5.3,Normal
313,4,5.4,Normal
313,5,5.8,Normal
313,6,7.9,Normal
313,7,10.0,Normal
313,8,12.0,Normal
313,9,13.8,Normal
313,10,15.0,Normal
313,11,15.5,Normal
313,12,15.3,Normal
313,13,15.1,Normal
313,14,10.8,Normal
313,15,8.8,Normal
313,16,8.6,Normal
313,17,8.3,Normal
313,18,6.8,Normal
313,19,6.3,Normal
313,20,5.9,Normal
313,21,5.5,Normal
313,22,4.4,Normal
313,23,4.9,Normal
314,0,4.7,Normal
314,1,2.7,Buzlanma Riski
314,2,6.2,Normal
314,3,3.7,Buzlanma Riski
314,4,2.4,Buzlanma Riski
314,5,6.2,Normal
314,6,9.2,Normal
314,7,11.0,Normal
314,8,12.6,Normal
314,9,13.9,Normal
314,10,15.1,Normal
314,11,15.3,Normal
314,12,14.6,Normal
314,13,13.0,Normal
314,14,11.3,Normal
314,15,9.5,Normal
314,16,8.6,Normal
314,17,7.6,Normal
314,18,7.2,Normal
314,19,7.1,Normal
314,20,6.9,Normal
314,21,6.8,Normal
314,22,6.6,Normal
314,23,6.2,Normal
315,0,5.9,Normal
315,1,5.7,Normal
315,2,5.6,Normal
315,3,5.2,Normal
315,4,5.2,Normal
315,5,6.0,Normal
315,6,7.8,Normal
315,7,9.5,Normal
315,8,10.9,Normal
315,9,11.8,Normal
315,10,12.4,Normal
315,11,12.5,Normal
315,12,12.0,Normal
315,13,11.6,Normal
315,14,9.1,Normal
315,15,7.3,Normal
315,16,6.2,Normal
315,17,5.2,Normal
315,18,4.4,Normal
315,19,3.7,Buzlanma Riski
315,20,3.5,Buzlanma Riski
315,21,3.2,Buzlanma Riski
315,22,1.9,Buzlanma Riski
315,23,0.8,Buzlanma Riski
316,0,0.8,Buzlanma Riski
316,1,1.4,Buzlanma Riski
316,2,-0.2,Buzlanma
316,3,-0.6,Buzlanma
316,4,0.5,Buzlanma Riski
316,5,3.2,Buzlanma Riski
316,6,5.4,Normal
316,7,7.6,Normal
316,8,9.7,Normal
316,9,11.5,Normal
316,10,12.7,Normal
316,11,13.4,Normal
316,12,13.5,Normal
316,13,12.0,Normal
316,14,10.1,Normal
316,15,5.7,Normal
316,16,5.4,Normal
316,17,3.9,Buzlanma Riski
316,18,3.0,Buzlanma Riski
316,19,2.5,Buzlanma Riski
316,20,2.5,Buzlanma Riski
316,21,2.7,Buzlanma Riski
316,22,2.7,Buzlanma Riski
316,23,2.9,Buzlanma Riski
317,0,3.1,Buzlanma Riski
317,1,2.1,Buzlanma Riski
317,2,1.1,Buzlanma Riski
317,3,1.0,Buzlanma Riski
317,4,1.2,Buzlanma Riski
317,5,4.6,Normal
317,6,8.0,Normal
317,7,10.4,Normal
317,8,12.2,Normal
317,9,13.6,Normal
317,10,14.6,Normal
317,11,14.8,Normal
317,12,14.0,Normal
317,13,12.1,Normal
317,14,9.8,Normal
317,15,8.3,Normal
317,16,7.8,Normal
317,17,6.5,Normal
317,18,5.5,Normal
317,19,4.6,Normal
317,20,3.8,Buzlanma Riski
317,21,3.5,Buzlanma Riski
317,22,3.2,Buzlanma Riski
317,23,2.8,Buzlanma Riski
318,0,2.4,Buzlanma Riski
318,1,1.2,Buzlanma Riski
318,2,1.5,Buzlanma Riski
318,3,1.6,Buzlanma Riski
318,4,4.1,Normal
318,5,4.4,Normal
318,6,6.3,Normal
318,7,8.1,Normal
318,8,9.1,Normal
318,9,9.5,Normal
318,10,11.1,Normal
318,11,11.6,Normal
318,12,9.6,Normal
318,13,10.6,Normal
318,14,8.0,Normal
318,15,6.4,Normal
318,16,6.0,Normal
318,17,5.5,Normal
318,18,4.6,Normal
318,19,4.0,Buzlanma Riski
318,20,3.6,Buzlanma Riski
318,21,3.2,Buzlanma Riski
318,22,2.9,Buzlanma Riski
318,23,2.7,Buzlanma Riski
319,0,2.5,Buzlanma Riski
319,1,1.4,Buzlanma Riski
319,2,1.4,Buzlanma Riski
319,3,1.3,Buzlanma Riski
319,4,0.8,Buzlanma Riski
319,5,3.1,Buzlanma Riski
319,6,7.2,Normal
319,7,9.4,Normal
319,8,11.5,Normal
319,9,12.9,Normal
319,10,13.7,Normal
319,11,13.8,Normal
319,12,13.3,Normal
319,13,12.6,Normal
319,14,8.4,Normal
319,15,6.2,Normal
319,16,5.0,Normal
319,17,4.8,Normal
319,18,4.3,Normal
319,19,3.6,Buzlanma Riski
319,20,3.4,Buzlanma Riski
319,21,3.2,Buzlanma Riski
319,22,2.9,Buzlanma Riski
319,23,2.5,Buzlanma Riski
320,0,2.2,Buzlanma Riski
320,1,2.2,Buzlanma Riski
320,2,1.9,Buzlanma Riski
320,3,1.3,Buzlanma Riski
320,4,0.7,Buzlanma Riski
320,5,3.3,Buzlanma Riski
320,6,7.9,Normal
320,7,10.6,Normal
320,8,12.5,Normal
320,9,13.8,Normal
320,10,14.6,Normal
320,11,14.5,Normal
320,12,13.8,Normal
320,13,12.6,Normal
320,14,9.4,Normal
320,15,9.5,Normal
320,16,6.0,Normal
320,17,5.2,Normal
320,18,4.9,Normal
320,19,4.6,Normal
320,20,4.6,Normal
320,21,3.9,Buzlanma Riski
320,22,3.1,Buzlanma Riski
320,23,3.3,Buzlanma Riski
321,0,3.3,Buzlanma Riski
321,1,2.2,Buzlanma Riski
321,2,1.7,Buzlanma Riski
321,3,1.4,Buzlanma Riski
321,4,1.1,Buzlanma Riski
321,5,3.5,Buzlanma Riski
321,6,8.0,Normal
321,7,10.4,Normal
321,8,12.1,Normal
321,9,13.6,Normal
321,10,14.4,Normal
321,11,14.1,Normal
321,12,13.9,Normal
321,13,12.8,Normal
321,14,8.9,Normal
321,15,8.9,Normal
321,16,8.8,Normal
321,17,5.8,Normal
321,18,4.2,Normal
321,19,4.4,Normal
321,20,3.5,Buzlanma Riski
321,21,3.0,Buzlanma Riski
321,22,3.3,Buzlanma Riski
321,23,3.6,Buzlanma Riski
322,0,4.3,Normal
322,1,5.3,Normal
322,2,5.1,Normal
322,3,5.2,Normal
322,4,5.2,Normal
322,5,5.0,Normal
322,6,5.3,Normal
322,7,6.9,Normal
322,8,8.3,Normal
322,9,9.9,Normal
322,10,9.5,Normal
322,11,9.9,Normal
322,12,9.9,Normal
322,13,9.7,Normal
322,14,8.2,Normal
322,15,8.2,Normal
322,16,7.7,Normal
322,17,7.1,Normal
322,18,6.6,Normal
322,19,6.4,Normal
322,20,6.0,Normal
322,21,5.7,Normal
322,22,5.4,Normal
322,23,4.7,Normal
323,0,4.4,Normal
323,1,4.6,Normal
323,2,4.5,Normal
323,3,4.7,Normal
323,4,4.5,Normal
